date,price,signal,returns,strategy_returns,equity_curve
2024-08-26,1876.15,0,0.0,,
2024-08-27,1900.1,0,0.012765503824321067,0.0,1.0
2024-08-28,1939.1,0,0.02052523551392027,0.0,1.0
2024-08-29,1933.35,0,-0.0029652931772471414,0.0,1.0
2024-08-30,1943.7,0,0.005353402125843898,0.0,1.0
2024-09-02,1964.5,0,0.010701239903277315,0.0,1.0
2024-09-03,1941.25,0,-0.011835072537541347,0.0,1.0
2024-09-04,1922.45,0,-0.009684481648422394,-0.0,1.0
2024-09-05,1933.15,0,0.00556581445551263,0.0,1.0
2024-09-06,1901.85,0,-0.016191190543931033,-0.0,1.0
2024-09-09,1894.65,0,-0.0037857875226752213,-0.0,1.0
2024-09-10,1912.3,0,0.009315704747578701,-0.0,1.0
2024-09-11,1910.15,0,-0.001124300580452764,-0.0,1.0
2024-09-12,1950.45,0,0.021097819542967855,0.0,1.0
2024-09-13,1944.1,0,-0.003255658950498619,0.0,1.0
2024-09-16,1950.25,0,0.0031634175196748604,0.0,1.0
2024-09-17,1952.55,0,0.0011793359825662542,0.0,1.0
2024-09-18,1892.15,0,-0.03093390694220377,-0.0,1.0
2024-09-19,1894.2,0,0.0010834236186347823,-0.0,1.0
2024-09-20,1905.75,0,0.0060975609756097615,-0.0,1.0
2024-09-23,1896.45,0,-0.0048799685163321005,-0.0,1.0
2024-09-24,1898.6,0,0.001133697171030068,-0.0,1.0
2024-09-25,1895.3,0,-0.0017381228273464222,0.0,1.0
2024-09-26,1900.25,0,0.0026117237376668268,0.0,1.0
2024-09-27,1906.75,0,0.003420602552295815,0.0,1.0
2024-09-30,1875.6,0,-0.016336698570866726,-0.0,1.0
2024-10-01,1904.35,0,0.015328428236297764,0.0,1.0
2024-10-03,1893.4,0,-0.005749993436080403,-0.0,1.0
2024-10-04,1918.15,0,0.013071722826661025,0.0,1.0
2024-10-07,1934.3,0,0.008419570940750187,0.0,1.0
2024-10-08,1948.55,0,0.007367006152096289,0.0,1.0
2024-10-09,1952.75,0,0.002155448923558456,0.0,1.0
2024-10-10,1919.0,0,-0.017283318397132263,0.0,1.0
2024-10-11,1935.1,0,0.008389786347055672,0.0,1.0
2024-10-14,1958.9,0,0.012299105989354686,0.0,1.0
2024-10-15,1959.3,0,0.00020419623257939,0.0,1.0
2024-10-16,1920.1,0,-0.020007145409074667,-0.0,1.0
2024-10-17,1968.1,0,0.024998697984480067,0.0,1.0
2024-10-18,1879.6,0,-0.04496722727503688,-0.0,1.0
2024-10-21,1852.75,0,-0.01428495424558407,-0.0,1.0
2024-10-22,1851.6,0,-0.0006206989610039182,-0.0,1.0
2024-10-23,1873.4,0,0.011773601209764673,-0.0,1.0
2024-10-24,1863.35,0,-0.005364577773033119,-0.0,1.0
2024-10-25,1862.05,0,-0.0006976681782809857,-0.0,1.0
2024-10-28,1865.35,0,0.0017722402728175268,0.0,1.0
