DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES,
12-Nov-20,EQ,481.6,483.55,471.35,486.55,476.55,476.7,476.98,552.2,268.3,31071572,"14,82,04,46,405.30",269168,
13-Nov-20,EQ,472.7,487.1,467.55,476.7,485.8,485.55,477.61,552.2,268.3,34815091,"16,62,82,05,737.60",267918,
14-Nov-20,EQ,489.85,489.85,484.65,485.55,485.65,486.9,487.84,552.2,268.3,3636073,"1,77,38,32,681.70",58012,
17-Nov-20,EQ,490.5,493,478.15,486.9,487.75,486.4,483.82,552.2,268.3,36127378,"17,47,91,76,454.35",347220,
18-Nov-20,EQ,488,499,486.25,486.4,497.35,497.65,492.94,552.2,268.3,29156543,"14,37,24,30,921.80",261662,
19-Nov-20,EQ,490,493.35,475.8,497.65,476.8,478.75,485.46,552.2,268.3,31896908,"15,48,46,59,022.40",273823,
20-Nov-20,EQ,479.5,483.45,468.1,478.75,477,480.2,475.91,552.2,268.3,30089190,"14,31,98,85,760.95",277339,
23-Nov-20,EQ,481.8,483.35,466.5,480.2,468.3,468.25,472.4,552.2,268.3,29513544,"13,94,22,54,424.40",303018,
24-Nov-20,EQ,474,480,471.2,468.25,479,478.2,475.6,552.2,268.3,23135994,"11,00,35,41,329.25",240284,
25-Nov-20,EQ,485,489.95,471.1,478.2,472.2,472.7,481.71,552.2,268.3,34168305,"16,45,91,58,555.20",309210,
26-Nov-20,EQ,475.1,477.2,465.8,472.7,477,475.3,471.79,552.2,268.3,28707911,"13,54,42,30,904.55",279104,
27-Nov-20,EQ,476.4,479.55,471.3,475.3,474.3,473.35,474.84,552.2,268.3,48390771,"22,97,77,10,082.00",223863,
01-Dec-20,EQ,479.7,488.5,474.3,473.35,484.2,485.1,482.37,552.2,268.3,20120049,"9,70,54,03,161.65",186612,
02-Dec-20,EQ,486.35,487,472.2,485.1,479.45,480.45,478.74,552.2,268.3,21244707,"10,17,06,23,642.95",220838,
03-Dec-20,EQ,482.1,485,478.85,480.45,482.2,481.85,481.92,552.2,268.3,22701738,"10,94,03,64,970.25",192236,
04-Dec-20,EQ,483.7,504,483,481.85,503.5,502.05,494.94,552.2,268.3,39547014,"19,57,33,38,156.20",301584,
07-Dec-20,EQ,505,515.6,504.15,502.05,509,510.45,510.01,552.2,268.3,37778332,"19,26,72,80,817.70",363525,
08-Dec-20,EQ,511.5,512,505.4,510.45,508.55,508.4,508.2,552.2,268.3,19339943,"9,82,84,79,088.60",237383,
09-Dec-20,EQ,510,515,506.05,508.4,510.7,511.5,510.19,552.2,268.3,21272782,"10,85,31,04,385.25",201262,
10-Dec-20,EQ,508.1,514.4,498.75,511.5,506.3,506.95,505.82,552.2,268.3,20419020,"10,32,83,33,170.80",218589,
11-Dec-20,EQ,509.25,516.9,506.1,506.95,515.5,515.45,511.38,552.2,268.3,25335765,"12,95,61,97,490.90",169124,
14-Dec-20,EQ,518.1,527.8,518.1,515.45,526,525.8,523.51,552.2,268.3,26369591,"13,80,46,58,926.05",292263,
15-Dec-20,EQ,524,524.25,513.1,525.8,516.7,518.05,517.03,552.2,268.3,26969145,"13,94,38,53,862.10",247714,
16-Dec-20,EQ,520.05,521.7,511.1,518.05,512.5,512.45,515.44,552.2,268.3,24263586,"12,50,64,68,426.15",248492,
17-Dec-20,EQ,514,516.5,509.1,512.45,511.3,510.4,512.34,552.2,268.3,23883288,"12,23,64,60,854.55",218945,
18-Dec-20,EQ,514,518.25,509.15,510.4,515.95,517.15,513.69,552.2,268.3,21735833,"11,16,54,04,700.70",174566,
21-Dec-20,EQ,514.6,514.7,488.2,517.15,492.3,494.5,502.71,552.2,268.3,29157759,"14,65,78,94,000.45",282306,
22-Dec-20,EQ,497.3,501.8,489.1,494.5,499.55,500.3,495.79,552.2,268.3,32328041,"16,02,78,88,554.50",298026,
23-Dec-20,EQ,499,505.5,496.55,500.3,505,503.6,501.45,552.2,268.3,19205951,"9,63,07,75,716.20",146815,
24-Dec-20,EQ,506.75,515.95,505.1,503.6,513.05,513.55,512.5,552.2,268.3,17576807,"9,00,81,52,086.30",161245,
28-Dec-20,EQ,515.9,521.2,513.6,513.55,520.5,520.1,518.24,552.2,268.3,14470472,"7,49,91,74,202.40",135145,
29-Dec-20,EQ,522.55,530.8,517.85,520.1,530.1,528.8,524.61,552.2,268.3,19092649,"10,01,61,16,974.55",210508,
30-Dec-20,EQ,531.65,533,524.55,528.8,527.6,528.75,527.72,552.2,268.3,21365141,"11,27,48,61,112.50",174183,
31-Dec-20,EQ,530.1,538.5,526.5,528.75,534,535.05,534.42,552.2,268.3,27817770,"14,86,64,84,569.75",213687,
01-Jan-21,EQ,535.55,537,526.1,535.05,527.8,527.5,529.68,552.2,268.3,13592625,"7,19,97,09,123.40",156898,
04-Jan-21,EQ,532.3,535,524.3,527.5,531.7,531.7,530.07,550.7,268.3,16549750,"8,77,25,13,233.75",179521﻿,
05-Jan-21,EQ,526.65,539.95,523,531.7,536.65,537.25,530.42,550.7,268.3,23311516,"12,36,49,79,110.35",198989,
06-Jan-21,EQ,538.75,550.6,535.85,537.25,544.9,546.7,544.25,550.7,268.3,28178838,"15,33,63,13,218.10",256515,
07-Jan-21,EQ,552.15,554.4,539.75,546.7,542.25,541.1,546.2,554.4,268.3,21138034,"11,54,55,79,387.45",204824,
08-Jan-21,EQ,547,547.1,536.35,541.1,542,542.05,541.01,554.4,268.3,21937965,"11,86,87,28,979.40",169218,
11-Jan-21,EQ,545.15,546,535,542.05,545.2,544.7,540.62,554.4,268.3,19394393,"10,48,50,70,657.75",201986,
12-Jan-21,EQ,541,550.65,537.1,544.7,547.95,548,544.09,554.4,268.3,16388310,"8,91,66,50,749.60",225207,
13-Jan-21,EQ,551.5,561,548.25,548,556,556.5,554.8,561,268.3,21920297,"12,16,13,43,003.50",228055,
14-Jan-21,EQ,554.05,558.45,550.6,556.5,553.6,553.3,553.49,561,268.3,13330898,"7,37,85,01,384.15",204427,
15-Jan-21,EQ,550,551,541.5,553.3,541.95,543,545.13,561,268.3,15708956,"8,56,34,45,988.75",256949,
18-Jan-21,EQ,544.5,548.4,528.9,543,530.45,533.15,539.34,561,268.3,21580313,"11,63,90,68,880.85",242319,
19-Jan-21,EQ,539,547.75,533.9,533.15,547,546.45,540.53,561,268.3,20575358,"11,12,16,15,616.55",173894,
20-Jan-21,EQ,546.45,554.6,546,546.45,550.75,551,551.04,561,268.3,16097138,"8,87,01,39,857.90",203783,
21-Jan-21,EQ,555,561,549.7,551,553.1,552.7,556.1,561,268.3,18189277,"10,11,51,12,199.80",239999,
22-Jan-21,EQ,553.1,553.5,530.6,552.7,532,533.8,540.16,561,268.3,24515997,"13,24,26,69,845.85",286973,
25-Jan-21,EQ,536.55,542.3,531.2,533.8,537.3,538.05,536.87,561,268.3,23415249,"12,57,08,91,207.30",230605,
27-Jan-21,EQ,537.8,539.2,519.1,538.05,522.75,522.35,528.25,561,268.3,28049286,"14,81,70,89,783.20",346606,
28-Jan-21,EQ,514.6,529.85,512,522.35,528.25,528.25,520.72,561,268.3,29836591,"15,53,63,78,116.80",340760,
29-Jan-21,EQ,533.35,544.95,529.45,528.25,538.95,537,536.18,561,268.3,33172808,"17,78,66,97,557.65",299110,
01-Feb-21,EQ,552,609.45,551,537,608.75,603.8,580.42,609.45,268.3,69354326,"40,25,47,48,010.30",677016,
02-Feb-21,EQ,613,624,598.7,603.8,618.45,617.35,613.06,624,268.3,42362384,"25,97,07,15,478.90",425599,
03-Feb-21,EQ,623.4,627.5,614,617.35,621.3,622.35,620.98,627.5,268.3,27155908,"16,86,33,99,916.05",297041,
04-Feb-21,EQ,618.8,631.65,609,622.35,626.35,628.3,620.28,631.65,268.3,29982222,"18,59,74,34,499.25",325725,
05-Feb-21,EQ,628.3,635.3,611,628.3,617,614.15,621.31,635.3,268.3,32015570,"19,89,14,96,556.55",393296,
08-Feb-21,EQ,622.35,633.95,622.35,614.15,629.4,629.6,629.35,635.3,268.3,18230551,"11,47,33,32,328.75",207409,
09-Feb-21,EQ,631.35,643.2,628.6,629.6,631.55,633.35,636.01,643.2,268.3,27155615,"17,27,13,03,277.95",289954,
10-Feb-21,EQ,633.35,638.2,626.4,633.35,632.5,632.15,632.79,643.2,268.3,23967387,"15,16,64,18,443.90",245454,
11-Feb-21,EQ,626.75,633.6,624.1,632.15,631.25,630.65,628.85,643.2,268.3,16072702,"10,10,73,82,101.60",265311,
12-Feb-21,EQ,629.9,649.9,629.4,630.65,647.05,647.6,641.59,649.9,268.3,19049709,"12,22,21,33,667.55",185553,
15-Feb-21,EQ,655,676.8,652,647.6,674.6,673.95,665.53,676.8,268.3,27155194,"18,07,25,74,053.35",321530,
16-Feb-21,EQ,673.4,679.4,649.55,673.95,658.15,658.35,660.32,679.4,268.3,24966739,"16,48,60,62,899.80",279739,
17-Feb-21,EQ,654.8,664.95,649.35,658.35,654.5,657.35,657.26,679.4,268.3,21684753,"14,25,24,64,257.30",250232,
18-Feb-21,EQ,650,652.4,637.6,657.35,644.9,644.65,644.05,679.4,268.3,27845347,"17,93,39,06,812.85",327130,
19-Feb-21,EQ,635.5,635.5,619,644.65,625.4,624.05,627.94,679.4,268.3,24055811,"15,10,57,08,907.95",351586,
22-Feb-21,EQ,622,629.3,607.3,624.05,608.95,609.85,615.13,679.4,268.3,27092321,"16,66,52,65,722.95",257181,
23-Feb-21,EQ,614.75,623.05,609.05,609.85,614.05,616.3,615.87,679.4,268.3,23534585,"14,49,41,93,067.05",250608,
24-Feb-21,EQ,615.1,645,615.1,616.3,640,641.1,627.97,679.4,268.3,17762047,"11,15,41,13,882.65",178082,
25-Feb-21,EQ,642.7,648.4,626.3,641.1,629,628,636.34,679.4,268.3,38571809,"24,54,47,45,289.65",389701,
26-Feb-21,EQ,615,615,590.9,628,597.25,597.75,599.8,679.4,268.3,57349273,"34,39,78,38,462.45",590244,
01-Mar-21,EQ,607.55,611.85,600.2,597.75,609.5,608.35,606.56,679.4,268.3,21527318,"13,05,75,03,875.95",219929,
02-Mar-21,EQ,610,616.5,599,608.35,610.95,610.5,607.95,679.4,268.3,24051433,"14,62,20,17,839.70",260670,
03-Mar-21,EQ,618,633.75,613.85,610.5,632,632.1,624.94,679.4,268.3,21036174,"13,14,62,99,781.80",250356,
04-Mar-21,EQ,618.75,630.9,615.8,632.1,621.8,620.75,622.95,679.4,268.3,25057198,"15,60,93,65,245.90",215674,
05-Mar-21,EQ,613.2,614.7,601.5,620.75,611.6,609.45,609.04,679.4,268.3,26645968,"16,22,85,93,296.85",264631,
08-Mar-21,EQ,611.6,616,601.15,609.45,608.5,608.05,608.71,679.4,268.3,19632433,"11,95,04,80,654.15",214377,
09-Mar-21,EQ,614.85,628.35,612.3,608.05,624.05,625.1,621.7,679.4,268.3,23056249,"14,33,40,09,874.20",233565,
10-Mar-21,EQ,628.75,630.5,621.8,625.1,626,625.6,625.75,679.4,268.3,15838994,"9,91,12,05,255.50",177498,
12-Mar-21,EQ,631.45,638,608.35,625.6,613.45,612.85,623.16,679.4,268.3,21757862,"13,55,86,33,223.80",225340,
15-Mar-21,EQ,611.9,612.85,590.6,612.85,603.65,603.5,598.88,679.4,268.3,24348723,"14,58,19,10,855.60",370051,
16-Mar-21,EQ,606.85,607,593.65,603.5,594.6,594.95,600.09,679.4,268.3,17925629,"10,75,69,50,881.05",237835,
17-Mar-21,EQ,597.55,603.65,587,594.95,587,589.5,595.15,679.4,268.3,20214082,"12,03,03,73,191.80",268521,
18-Mar-21,EQ,594.75,601.4,575.5,589.5,579.8,578.6,587.32,679.4,268.3,22776537,"13,37,70,49,401.45",286561,
19-Mar-21,EQ,575.2,588.9,570,578.6,587,586.65,578.57,679.4,268.3,29162618,"16,87,27,01,100.35",323501,
22-Mar-21,EQ,586.85,586.85,569.5,586.65,573.7,573.45,575.8,679.4,268.3,21755401,"12,52,68,11,418.15",307965,
23-Mar-21,EQ,576,589.25,574.3,573.45,586,586.4,580.73,679.4,268.3,29486417,"17,12,37,80,305.70",291301,
24-Mar-21,EQ,580,580.55,565,586.4,569.2,567.5,571.59,679.4,268.3,24434219,"13,96,63,44,622.90",304673,
25-Mar-21,EQ,568.1,579,557.1,567.5,570.6,571.55,568.55,679.4,268.3,27170186,"15,44,74,75,648.45",279750,
26-Mar-21,EQ,584.5,584.5,574.3,571.55,580,578.55,579.48,679.4,268.3,20724410,"12,00,94,50,634.75",284259,
30-Mar-21,EQ,582,593.1,582,578.55,591.6,591.45,588.45,679.4,281.5,28012288,"16,48,39,28,472.75",266625,
31-Mar-21,EQ,586,589.65,579,591.45,582.75,582.1,582.19,679.4,281.5,20119972,"11,71,37,04,269.00",236863,
01-Apr-21,EQ,587.55,596.1,580.2,582.1,594.75,594.4,587.17,679.4,281.5,15631940,"9,17,86,64,015.45",187284,
05-Apr-21,EQ,592,592,563.5,594.4,572,571.25,572.46,679.4,285.55,23260127,"13,31,54,45,012.40",269197,
06-Apr-21,EQ,574.7,578.5,564.4,571.25,567.35,565.9,569.36,679.4,285.55,23284697,"13,25,74,25,168.95",283888,
07-Apr-21,EQ,566.55,580,559.4,565.9,576.75,577.65,573.84,679.4,285.55,23984399,"13,76,32,72,230.65",220773,
08-Apr-21,EQ,582,585.85,573.3,577.65,576.7,576.7,579.98,679.4,285.55,19262565,"11,17,19,47,280.95",205706,
09-Apr-21,EQ,573.95,579,565,576.7,565.95,566.2,570.46,679.4,285.55,23239564,"13,25,71,91,549.10",259880,
12-Apr-21,EQ,551.4,551.95,531.15,566.2,540.9,538.55,540.9,679.4,285.55,26601702,"14,38,89,43,655.15",391762,
13-Apr-21,EQ,541,563.8,537.85,538.55,559.6,560.6,554.46,679.4,285.55,25445897,"14,10,86,59,844.50",298088,
15-Apr-21,EQ,565.95,576.75,554.15,560.6,575.75,575.2,567.41,679.4,285.55,37614884,"21,34,30,80,263.80",319800,
16-Apr-21,EQ,574.6,577.75,564.1,575.2,565.05,566.95,569.62,679.4,285.55,24045008,"13,69,66,11,657.20",259366,
19-Apr-21,EQ,550,562.3,534.4,566.95,560.4,559.75,547.46,679.4,285.55,28526176,"15,61,68,32,079.60",301440,
20-Apr-21,EQ,565.2,572.65,552.6,559.75,558.4,559.1,562.91,679.4,285.55,24425842,"13,74,94,61,212.45",265471,
22-Apr-21,EQ,552,580.6,546.9,559.1,578.4,579.2,570.14,679.4,285.55,34942633,"19,92,21,90,837.65",340989,
23-Apr-21,EQ,569.9,580.5,567.05,579.2,567.5,569.95,572.81,679.4,285.55,33749097,"19,33,16,70,490.25",364665,
26-Apr-21,EQ,602,605.5,588,569.95,588.7,591.1,596.22,679.4,285.55,62584522,"37,31,42,88,015.40",546696,
27-Apr-21,EQ,593.25,601.95,591.1,591.1,599,598.75,597.63,679.4,285.55,24239685,"14,48,62,96,318.65",233412,
28-Apr-21,EQ,598,622.8,598,598.75,619.7,621.35,612.57,679.4,285.55,33292864,"20,39,42,19,403.50",295406,
29-Apr-21,EQ,622.55,628.45,609,621.35,621,621.45,619.55,679.4,285.55,34537860,"21,39,79,15,714.35",304029,
30-Apr-21,EQ,610.1,616.35,598.1,621.45,599.7,600.5,607.02,679.4,285.55,23653258,"14,35,80,08,451.35",247055,
03-May-21,EQ,592.55,598.85,587.5,600.5,598.3,596.75,592.4,679.4,285.55,18010557,"10,66,94,19,775.40",201108,
04-May-21,EQ,596.65,608,589,596.75,592,591.55,600.27,679.4,285.55,15115127,"9,07,31,14,674.20",170816,
05-May-21,EQ,595.3,604.8,584.7,591.55,604,602.8,596.84,679.4,285.55,17253943,"10,29,79,06,055.00",203282,
06-May-21,EQ,602.8,610.85,599.25,602.8,609.95,608.2,605.35,679.4,285.55,16949763,"10,26,05,70,177.60",156779,
07-May-21,EQ,612,614.8,603.7,608.2,607.35,607.1,608.56,679.4,285.55,10941083,"6,65,82,76,805.95",150622,
10-May-21,EQ,611,617,611,607.1,614.05,613.25,614.42,679.4,285.55,12060808,"7,41,04,17,747.55",181676,
11-May-21,EQ,606.4,612.9,603.25,613.25,607.95,609.85,608.18,679.4,285.55,13818480,"8,40,40,80,314.60",118843,
12-May-21,EQ,603.2,606.65,593.2,609.85,595.15,594.75,599.08,679.4,285.55,14785569,"8,85,77,80,750.30",199336,
14-May-21,EQ,592,601.95,591.1,594.75,596.5,597.3,597.2,679.4,285.55,12675754,"7,56,99,22,557.90",165373,
17-May-21,EQ,603.25,624.5,601.2,597.3,623.9,623.6,616.4,679.4,285.55,20453101,"12,60,72,72,941.90",269103,
18-May-21,EQ,628,635.5,626,623.6,633.7,633.2,632.48,679.4,285.55,19242627,"12,17,05,21,409.05",230750,
19-May-21,EQ,627.1,634,623.35,633.2,624.45,625.45,628.05,679.4,285.55,13911576,"8,73,71,82,061.25",140304,
20-May-21,EQ,628.05,632.9,616.65,625.45,619.4,618.6,625.27,679.4,285.55,13900762,"8,69,17,36,676.50",167386,
21-May-21,EQ,622.3,643.95,622.3,618.6,642.8,642.45,636.26,679.4,285.55,23975898,"15,25,48,53,028.95",288058,
24-May-21,EQ,643.25,653.45,638,642.45,645.05,647.35,645.5,679.4,290,20323003,"13,11,85,18,062.25",227331,
25-May-21,EQ,650.1,652,642.5,647.35,649.25,650.3,647.65,679.4,290,14884778,"9,64,01,13,443.00",206304,
26-May-21,EQ,649.35,656.65,643.3,650.3,653.85,652.5,650.39,679.4,290,14487031,"9,42,22,48,016.55",193649,
27-May-21,EQ,651.1,656.5,648.1,652.5,653.55,652.25,652.42,679.4,290,23349546,"15,23,36,29,165.40",194752,
28-May-21,EQ,658.05,660,639.25,652.25,645.65,643.05,647.57,679.4,290,14191446,"9,18,99,93,980.95",168956,
31-May-21,EQ,643.75,665,643.75,643.05,662.35,662.75,657.41,679.4,324.1,21786138,"14,32,24,37,468.95",236724,
01-Jun-21,EQ,664.55,664.9,648.35,662.75,650.7,650.1,653.62,679.4,324.1,14123196,"9,23,11,46,640.80",212579,
02-Jun-21,EQ,648.5,649.35,641.1,650.1,649,648.35,645.15,679.4,324.1,16025108,"10,33,86,27,390.60",201802,
03-Jun-21,EQ,653.45,653.65,644.75,648.35,650.15,650.25,649.44,679.4,324.1,11805702,"7,66,71,49,542.00",150591,
04-Jun-21,EQ,653,654.9,639.4,650.25,643.65,642.7,644.69,679.4,324.1,15111572,"9,74,22,72,738.50",202491,
07-Jun-21,EQ,645.2,650,644.25,642.7,646.8,648.2,647.36,679.4,324.1,7556341,"4,89,16,50,177.25",105578,
08-Jun-21,EQ,648,648,637.4,648.2,642.95,642.4,641.27,679.4,324.1,11912935,"7,63,94,48,188.30",157128,
09-Jun-21,EQ,644.4,645.6,628.8,642.4,636,636.1,637.42,679.4,324.1,15823094,"10,08,59,30,228.60",171068,
10-Jun-21,EQ,635.45,642.4,631,636.1,641,640.4,636.58,679.4,324.1,10712418,"6,81,93,56,082.50",185554,
11-Jun-21,EQ,644,644.55,631.5,640.4,636.3,635.7,636.58,679.4,324.1,9015059,"5,73,87,98,165.60",112050,
14-Jun-21,EQ,635.7,636.1,623.35,635.7,634.5,635.15,629.61,679.4,325.5,10170497,"6,40,34,83,707.25",145891,
15-Jun-21,EQ,636.35,646.2,636,635.15,644.4,645.3,642.01,679.4,325.5,11039987,"7,08,78,21,024.15",152743,
16-Jun-21,EQ,644.9,649.2,637.6,645.3,639.15,640.1,642.29,679.4,325.5,8601339,"5,52,45,32,381.55",111274,
17-Jun-21,EQ,633.05,637.55,626.7,640.1,631.55,633,632.89,679.4,325.5,9720060,"6,15,17,65,173.25",151522,
18-Jun-21,EQ,632.6,636.6,620.7,633,634.25,630.4,627.54,679.4,325.5,13820690,"8,67,30,15,718.15",186181,
21-Jun-21,EQ,622.85,633.1,616.25,630.4,630.4,631.25,624.58,679.4,333.75,13407446,"8,37,40,22,126.85",160021,
22-Jun-21,EQ,635,644.1,629.55,631.25,630.4,630.85,636.84,679.4,333.75,15270093,"9,72,46,35,749.85",176110,
23-Jun-21,EQ,633.75,635,623.45,630.85,625.05,624.7,628.32,679.4,333.75,10950633,"6,88,04,47,968.75",143482,
24-Jun-21,EQ,627,636.3,624.45,624.7,635,634.05,630.13,679.4,333.75,12815724,"8,07,55,66,766.30",240995,
25-Jun-21,EQ,636.1,650,636.1,634.05,648.75,649,644.92,679.4,333.75,14785922,"9,53,57,56,829.30",207278,
28-Jun-21,EQ,651,653,646.15,649,650.25,650.3,649.69,679.4,333.75,12093491,"7,85,70,39,620.15",147790,
29-Jun-21,EQ,646.3,648.75,636.45,650.3,639.85,640.1,641.04,679.4,333.75,12225470,"7,83,70,26,252.45",172840,
30-Jun-21,EQ,638.3,640.8,629.8,640.1,631.45,630.9,635.34,679.4,333.75,14276494,"9,07,03,95,539.90",205275,
01-Jul-21,EQ,633.95,637.4,630.05,630.9,631.7,630.85,633.58,679.4,333.75,10517081,"6,66,34,42,948.60",132773,
02-Jul-21,EQ,632.25,641.35,632.25,630.85,640.25,640.25,637.82,679.4,333.75,10999396,"7,01,56,62,024.25",143818,
05-Jul-21,EQ,642.75,648.5,641.2,640.25,647.05,647.85,645.72,679.4,333.75,7358568,"4,75,15,56,329.15",111398,
06-Jul-21,EQ,645.2,655,645.2,647.85,648.9,650.3,651.24,679.4,333.75,9209891,"5,99,78,10,437.95",160049,
07-Jul-21,EQ,650.9,654.75,645.9,650.3,653,654,651.68,679.4,333.75,7741559,"5,04,50,38,800.50",165765,
08-Jul-21,EQ,650.5,654,638.1,654,642,641.9,645.87,679.4,333.75,10782941,"6,96,44,17,398.85",156419,
09-Jul-21,EQ,639.5,641.15,633.8,641.9,638.95,638.55,637.77,679.4,333.75,7069698,"4,50,88,07,228.65",141560,
12-Jul-21,EQ,646,650.25,642.4,638.55,646.7,646.25,647.1,679.4,333.75,6992783,"4,52,50,07,968.15",142727,
13-Jul-21,EQ,655.15,666.35,653,646.25,664,664.95,661.57,679.4,333.75,19825411,"13,11,58,30,079.25",263915,
14-Jul-21,EQ,662,668,658.2,664.95,664.2,664.35,663.5,679.4,333.75,11648541,"7,72,87,80,353.65",181500,
15-Jul-21,EQ,665.1,669.6,661.1,664.35,665.4,667.45,666.94,679.4,333.75,8244429,"5,49,85,66,310.50",149702,
16-Jul-21,EQ,667.45,667.75,657.7,667.45,660.7,660.3,660.87,679.4,333.75,9212875,"6,08,84,98,465.20",150682,
19-Jul-21,EQ,645.65,656.9,645.55,660.3,656.1,655.9,654.04,679.4,333.75,9121737,"5,96,60,20,535.95",196932,
20-Jul-21,EQ,648.65,651.25,639.1,655.9,641.3,641.9,644.05,679.4,333.75,13169127,"8,48,16,13,210.35",210162,
22-Jul-21,EQ,652.5,660.3,648.3,641.9,655.75,655.95,655.27,679.4,333.75,13123569,"8,59,95,00,347.50",187657,
23-Jul-21,EQ,655.95,677.85,650.75,655.95,676.4,676.65,668.56,679.4,333.75,19298083,"12,90,19,76,206.45",221701,
26-Jul-21,EQ,680,687.75,663.6,676.65,676.5,676.75,677.68,687.75,333.75,31054759,"21,04,53,43,318.00",337432,
27-Jul-21,EQ,680.15,685.6,673.3,676.75,677.5,677.45,680.29,687.75,333.75,12598869,"8,57,09,42,643.55",190578,
28-Jul-21,EQ,677.9,687,670.05,677.45,686,685.05,676.44,687.75,333.75,18367497,"12,42,45,81,563.35",238322,
29-Jul-21,EQ,692.5,692.5,683.1,685.05,688.1,687.5,688.01,692.5,333.75,11043138,"7,59,77,81,786.25",165381,
30-Jul-21,EQ,687,687.65,678,687.5,682.25,682.5,681.99,692.5,333.75,14536250,"9,91,35,24,711.05",188365,
02-Aug-21,EQ,684.05,688.05,677.7,682.5,682,681.4,683.12,692.5,333.75,9348206,"6,38,59,64,026.15",185366,
03-Aug-21,EQ,683,691.9,676.65,681.4,690.05,690.4,683.66,692.5,333.75,10162609,"6,94,77,28,241.65",159625,
04-Aug-21,EQ,694,717.4,693.2,690.4,712.05,714.65,709.83,717.4,333.75,28730606,"20,39,39,67,388.20",317070,
05-Aug-21,EQ,715.5,716.5,699.05,714.65,701.5,702.45,705.46,717.4,333.75,17774554,"12,53,91,58,926.95",268685,
06-Aug-21,EQ,705.05,706,695.7,702.45,699.9,697.65,698.75,717.4,333.75,14701949,"10,27,29,53,939.85",168421,
09-Aug-21,EQ,697.4,706.3,694.35,697.65,703,702.85,700.84,717.4,333.75,8602980,"6,02,93,48,197.00",169136,
10-Aug-21,EQ,704.1,708.3,697.3,702.85,700.8,700.9,702.54,717.4,333.75,10843554,"7,61,80,03,008.05",212926,
11-Aug-21,EQ,706.25,707.15,690,700.9,693.8,693.55,693.65,717.4,333.75,9748084,"6,76,17,83,589.00",154991,
12-Aug-21,EQ,693.5,702.95,693.3,693.55,702.4,701.35,699.27,717.4,333.75,8840339,"6,18,17,48,922.60",136456,
13-Aug-21,EQ,707.05,709.9,701,701.35,704.3,704.8,705.29,717.4,333.75,12787590,"9,01,89,90,138.90",173365,
16-Aug-21,EQ,702.4,707.4,698.65,704.8,702.35,702.65,702.19,717.4,333.75,7920846,"5,56,19,67,502.85",147904,
17-Aug-21,EQ,699.8,702.9,691.5,702.65,701.75,701.2,697.33,717.4,333.75,8669653,"6,04,56,27,641.95",160012,
18-Aug-21,EQ,700.85,700.85,683.6,701.2,686.9,688.3,692.37,717.4,333.75,11069373,"7,66,40,61,171.60",175840,
20-Aug-21,EQ,683.85,684.4,675.35,688.3,681.95,680.7,679.78,717.4,333.75,13121808,"8,91,99,40,840.10",236946,
23-Aug-21,EQ,689.95,689.95,673.85,680.7,682.5,682.7,680,717.4,333.75,10917371,"7,42,37,96,478.00",196591,
24-Aug-21,EQ,683.25,697.25,680.4,682.7,693.45,694.45,690.12,717.4,333.75,9821388,"6,77,78,96,409.70",172848,
25-Aug-21,EQ,699.95,700.45,687.15,694.45,689.7,691.05,693.09,717.4,333.75,9535359,"6,60,88,47,641.50",181723,
26-Aug-21,EQ,692.05,701.55,690,691.05,697.35,698.8,696.51,717.4,333.75,10756731,"7,49,22,13,569.05",172604,
27-Aug-21,EQ,696.1,700.45,689.05,698.8,699.3,699.75,694.92,717.4,333.75,9135827,"6,34,87,10,468.20",110643,
30-Aug-21,EQ,704.5,715,700.9,699.75,714,713.65,709.09,717.4,333.75,10797869,"7,65,66,20,777.30",150253,
31-Aug-21,EQ,714,719.9,709.35,713.65,718,719.05,717.35,719.9,333.75,19760246,"14,17,49,78,042.35",171103,
01-Sep-21,EQ,727.6,734.8,717.2,719.05,718.3,719.9,725.79,734.8,333.75,13729351,"9,96,46,51,210.70",189403,
02-Sep-21,EQ,722.3,728.05,717.5,719.9,726.7,725.15,724.39,734.8,333.75,8627956,"6,25,00,06,090.55",133288,
03-Sep-21,EQ,724.75,731.8,721.1,725.15,724.25,724.3,724.94,734.8,333.75,8993813,"6,51,99,53,139.60",130793,
06-Sep-21,EQ,725.4,728,720,724.3,720.25,721.15,722.19,734.8,333.75,5329995,"3,84,92,82,801.40",94468,
07-Sep-21,EQ,720.9,722.45,711.65,721.15,716.05,716.9,717.35,734.8,333.75,6242711,"4,47,82,36,355.90",128329,
08-Sep-21,EQ,716.5,722.75,715,716.9,721.4,720.95,719.57,734.8,333.75,7118011,"5,12,19,12,402.15",141683,
09-Sep-21,EQ,720.8,723.9,717.6,720.95,720,720.25,720.38,734.8,333.75,6243422,"4,49,76,11,305.45",137588,
13-Sep-21,EQ,717.9,717.9,705.2,720.25,707.5,707.4,708.93,734.8,333.75,6967906,"4,93,97,47,736.50",156480,
14-Sep-21,EQ,713.25,714,706.5,707.4,707.95,707.45,709.65,734.8,333.75,5241865,"3,71,98,74,440.35",109788,
15-Sep-21,EQ,707.1,716,706.3,707.45,713,714.35,710.85,734.8,333.75,5936741,"4,22,01,57,103.35",128714,
