date,return,sma_20,sma_50,rsi,volatility,nifty_return,nifty_volatility,banknifty_return,target
2019-03-12,0.02089563683766582,1246.46,1211.49,72.15841326208981,0.012599277079539794,0.011922403642534052,0.0064947111815411,0.017057817078556026,1
2019-03-13,0.011980320727081661,1251.0049999999999,1216.016,74.29224678427909,0.010997083199533535,0.0035836902275865334,0.005875536028153967,0.015490249158864655,1
2019-03-14,-0.004267794848957118,1255.7849999999999,1220.719,72.14556327575133,0.011706922412899093,0.00013666381582999598,0.0055518118253810485,0.0013432902995744733,1
2019-03-15,-0.014833588013864474,1260.6574999999998,1225.297,65.13126899935145,0.013994434185590925,0.00737002181914348,0.005141407792413852,0.01584719480277008,1
2019-03-18,0.021488291151212424,1265.9374999999998,1230.325,69.66420585505732,0.014039354844500997,0.0030935909721401256,0.005196040950231195,0.007305629912750966,1
2019-03-19,0.019628902633235912,1273.7599999999998,1235.761,73.16921477339952,0.014378669110155092,0.0061244787213623475,0.00476689663562451,0.005803129466382506,0
2019-03-20,-0.0007990991972685046,1281.7275,1241.1770000000001,72.79324206945745,0.014216151763937554,-0.0009841836911658186,0.005084253462994432,0.0021617281731802773,0
2019-03-22,-0.02450107237631327,1287.0974999999999,1245.797,62.24138149482287,0.017663836266727163,-0.005568068882610522,0.005870021572598401,-0.008370150374427676,1
2019-03-25,-0.012893609092602953,1290.975,1250.136,57.623542163073836,0.018483132712345817,-0.008959666227338903,0.006916524891195969,-0.010185075635933405,1
2019-03-26,0.032315300690852755,1297.7199999999998,1255.52,64.61760017052642,0.018963943217533082,0.011361384503600025,0.006822188183146446,0.020523407510621094,1
2019-03-27,-0.013165112452002248,1303.5674999999999,1260.569,60.12331221032037,0.01883036917792524,-0.003326584372891017,0.006237777675498729,0.00460642892161367,1
2019-03-28,0.00796738929034646,1310.5549999999998,1265.1760000000002,61.830747931575594,0.018623720772896344,0.010917383497669464,0.00693090302698284,0.013349522648385292,0
2019-03-29,0.002389705882352988,1317.5425,1269.723,62.355538419923015,0.018529511234210594,0.0046585998271391205,0.006942132634097254,0.00020545322158871393,0
2019-04-01,0.0209792774619475,1325.5825,1274.8709999999999,66.69511714131536,0.018426680895137697,0.0038928414731715932,0.006753887474357278,-0.003296436036651862,0
2019-04-02,-0.0015447066853467861,1333.7649999999999,1278.978,66.07843223114665,0.017605267663692352,0.0037749107689935,0.006768210518956122,0.0009150413005127866,0
2019-04-03,-0.010433906598546483,1340.6425,1281.728,61.920136137865015,0.017014202668039796,-0.0059121333196735515,0.007054809750328386,-0.008596819226302732,0
2019-04-04,-0.016106748109365965,1345.0549999999998,1284.086,56.1112115606974,0.017769093101552537,-0.003946255351491623,0.007207233478597409,-0.006260529752469712,0
2019-04-05,0.0006282103396031413,1349.2375,1286.638,56.28071043169056,0.015825314222200643,0.005858768753233434,0.007008017263930384,0.006010720651130841,0
2019-04-08,-0.018206662235024762,1352.345,1288.274,50.22312396621486,0.01642203831779938,-0.005267466430080803,0.006451446328793026,-0.007955884479294295,1
2019-04-09,0.003911980440097773,1353.8625,1290.0430000000001,51.4112082583004,0.012224277136212025,0.005812400361928649,0.005779681766549195,0.00899806669726888,1
2019-04-10,-0.002285585821874103,1353.865,1292.08,50.647618966798014,0.011625035072284082,-0.007509456431873174,0.006306880717803278,-0.010305889150673098,1
