date,price,signal,returns,strategy_returns,equity_curve
2024-08-26,4502.45,0,0.0,,
2024-08-27,4497.15,0,-0.0011771368921364989,0.0,1.0
2024-08-28,4506.05,0,0.0019790311641818548,0.0,1.0
2024-08-29,4511.8,0,0.0012760621830649743,0.0,1.0
2024-08-30,4553.75,0,0.00929784121636601,0.0,1.0
2024-09-02,4521.05,0,-0.007180894866867904,0.0,1.0
2024-09-03,4512.35,0,-0.0019243317370963853,0.0,1.0
2024-09-04,4479.25,0,-0.0073354238922069825,-0.0,1.0
2024-09-05,4475.95,0,-0.0007367304794330121,-0.0,1.0
2024-09-06,4456.75,0,-0.0042895921536210135,-0.0,1.0
2024-09-09,4449.55,0,-0.0016155270095921104,-0.0,1.0
2024-09-10,4507.85,0,0.013102448562214208,-0.0,1.0
2024-09-11,4479.35,0,-0.006322304424503877,0.0,1.0
2024-09-12,4517.7,0,0.008561510040519194,0.0,1.0
2024-09-13,4522.6,0,0.0010846227062444314,0.0,1.0
2024-09-16,4513.25,0,-0.002067394861362981,0.0,1.0
2024-09-17,4505.65,0,-0.0016839306486456929,-0.0,1.0
2024-09-18,4346.15,0,-0.03539999778056435,-0.0,1.0
2024-09-19,4296.15,0,-0.011504434959676901,-0.0,1.0
2024-09-20,4284.9,0,-0.002618623651408858,-0.0,1.0
2024-09-23,4268.5,0,-0.003827393871502216,-0.0,1.0
2024-09-24,4271.3,0,0.0006559681386903993,-0.0,1.0
2024-09-25,4274.75,0,0.0008077166202327124,-0.0,1.0
2024-09-26,4292.5,0,0.004152289607579407,-0.0,1.0
2024-09-27,4308.7,0,0.0037740244612696205,0.0,1.0
2024-09-30,4268.5,0,-0.009329960312855379,0.0,1.0
2024-10-01,4287.9,0,0.004544922103783433,0.0,1.0
2024-10-03,4232.75,0,-0.01286177382868059,-0.0,1.0
2024-10-04,4252.25,0,0.004606934026342158,-0.0,1.0
2024-10-07,4272.85,0,0.004844494091363449,-0.0,1.0
2024-10-08,4253.25,0,-0.0045871022853599674,-0.0,1.0
2024-10-09,4252.95,0,-7.053429730208283e-05,-0.0,1.0
2024-10-10,4227.4,0,-0.0060075947283650954,-0.0,1.0
2024-10-11,4149.2,0,-0.018498367791077164,-0.0,1.0
2024-10-14,4136.65,0,-0.003024679456280821,-0.0,1.0
