date,price,signal,returns,strategy_returns,equity_curve
2024-08-26,3025.2,0,0.0,,
2024-08-27,3000.9,0,-0.008032526775089144,0.0,1.0
2024-08-28,2996.6,0,-0.0014329034622947434,0.0,1.0
2024-08-29,3041.85,0,0.01510044717346326,0.0,1.0
2024-08-30,3019.25,0,-0.007429689169419884,-0.0,1.0
2024-09-02,3032.5,0,0.004388507079572834,0.0,1.0
2024-09-03,3018.25,0,-0.004699093157460865,0.0,1.0
2024-09-04,3029.1,0,0.0035947983102790904,0.0,1.0
2024-09-05,2985.95,0,-0.014245155326664705,-0.0,1.0
2024-09-06,2929.65,0,-0.01885497077981868,-0.0,1.0
2024-09-09,2924.9,0,-0.0016213540866656384,-0.0,1.0
2024-09-10,2923.05,0,-0.000632500256419033,-0.0,1.0
2024-09-11,2903.0,0,-0.006859273703836766,-0.0,1.0
2024-09-12,2959.6,0,0.01949707199448847,-0.0,1.0
2024-09-13,2945.25,0,-0.004848628192999027,0.0,1.0
2024-09-16,2942.7,0,-0.0008658008658009031,0.0,1.0
2024-09-17,2944.6,0,0.0006456655452475868,0.0,1.0
2024-09-18,2926.9,0,-0.006011003192284092,0.0,1.0
2024-09-19,2939.35,0,0.004253647203525945,-0.0,1.0
2024-09-20,2971.85,1,0.011056866313980951,-0.001,0.999
2024-09-23,2986.75,0,0.005013711997577275,0.013958887868047665,1.0129449289801795
2024-09-24,2978.75,0,-0.0026784966937306587,0.0,1.0129449289801795
2024-09-25,2987.9,0,0.003071758287872539,0.0,1.0129449289801795
2024-09-26,2995.9,0,0.0026774657786405864,0.0,1.0129449289801795
2024-09-27,3052.35,0,0.01884241797122721,0.0,1.0129449289801795
2024-09-30,2953.15,0,-0.032499549527413296,-0.0,1.0129449289801795
2024-10-01,2929.65,0,-0.007957604591707135,-0.0,1.0129449289801795
2024-10-03,2813.95,1,-0.03949277217415059,-0.001,1.0119319840511993
2024-10-04,2773.05,0,-0.0145347287620603,-0.07664223708410411,0.9343752530165594
2024-10-07,2741.45,0,-0.011395394962225858,-0.0,0.9343752530165594
2024-10-08,2794.7,0,0.01942402743073912,-0.0,0.9343752530165594
2024-10-09,2749.2,0,-0.01628081726124453,-0.0,0.9343752530165594
2024-10-10,2742.1,0,-0.0025825694747562133,-0.0,0.9343752530165594
2024-10-11,2744.2,0,0.0007658364027569586,-0.0,0.9343752530165594
2024-10-14,2745.05,0,0.0003097441877415452,0.0,0.9343752530165594
2024-10-15,2688.05,0,-0.020764649095644905,-0.0,0.9343752530165594
2024-10-16,2708.15,0,0.0074775394802923945,-0.0,0.9343752530165594
2024-10-17,2712.85,0,0.001735502095526309,-0.0,0.9343752530165594
2024-10-18,2718.6,0,0.002119542178889322,-0.0,0.9343752530165594
2024-10-21,2738.4,0,0.007283160450231696,-0.0,0.9343752530165594
