date,return,sma_20,sma_50,rsi,volatility,nifty_return,nifty_volatility,banknifty_return,target
2019-03-12,-0.0060456942003513925,734.4575,725.971,36.7257717238927,0.008397572670851573,0.011922403642534052,0.0064947111815411,0.017057817078556026,1
2019-03-13,0.0021217907914279355,732.3575,726.8389999999999,37.792953271837874,0.008002931658561061,0.0035836902275865334,0.005875536028153967,0.015490249158864655,0
2019-03-14,-0.00014115322182228773,730.03,727.625,37.74724549057256,0.007898105280572254,0.00013666381582999598,0.0055518118253810485,0.0013432902995744733,1
2019-03-15,0.01439966118444258,728.955,728.613,45.047702080275016,0.009765869368779628,0.00737002181914348,0.005141407792413852,0.01584719480277008,0
2019-03-18,-0.01162062486952875,727.3675000000001,729.5959999999999,40.826777964978966,0.009096463141836547,0.0030935909721401256,0.005196040950231195,0.007305629912750966,1
2019-03-19,0.016967051534778843,726.4275,730.607,48.34828555950627,0.010751164690663985,0.0061244787213623475,0.00476689663562451,0.005803129466382506,1
2019-03-20,0.023122187608169087,727.16,731.985,56.584674547339596,0.013267254634649991,-0.0009841836911658186,0.005084253462994432,0.0021617281731802773,1
2019-03-22,0.005616076865823105,727.28,733.325,58.36157347966932,0.012361608075504637,-0.005568068882610522,0.005870021572598401,-0.008370150374427676,0
2019-03-25,-0.010563854124613137,727.37,734.436,53.870244612454215,0.011771415514706278,-0.008959666227338903,0.006916524891195969,-0.010185075635933405,0
2019-03-26,-0.010200612036722179,727.01,735.321,49.91768363728388,0.012459760226651328,0.011361384503600025,0.006822188183146446,0.020523407510621094,1
2019-03-27,0.00267949158364833,725.75,735.877,50.9258687547785,0.012105776572302225,-0.003326584372891017,0.006237777675498729,0.00460642892161367,1
2019-03-28,0.011100452240646819,725.515,736.1010000000001,54.97998845968267,0.012344404969058163,0.010917383497669464,0.00693090302698284,0.013349522648385292,1
2019-03-29,0.008200054215234509,725.9449999999999,736.242,57.78518852926105,0.01230504023501215,0.0046585998271391205,0.006942132634097254,0.00020545322158871393,1
2019-04-01,0.015124016938898865,726.985,736.677,62.46833653750383,0.012368684625381682,0.0038928414731715932,0.006753887474357278,-0.003296436036651862,1
2019-04-02,0.005694609985432253,727.86,737.2460000000001,64.10733790685228,0.010901812527860964,0.0037749107689935,0.006768210518956122,0.0009150413005127866,0
2019-04-03,-0.008032657361074613,728.9,737.4120000000001,60.09787082995064,0.011167827202134224,-0.0059121333196735515,0.007054809750328386,-0.008596819226302732,0
2019-04-04,-0.007168458781361964,729.6700000000001,737.4629999999999,56.71617566984008,0.009465758305110537,-0.003946255351491623,0.007207233478597409,-0.006260529752469712,1
2019-04-05,0.01524267950260727,731.4875,738.0160000000001,61.6254213324102,0.010402822739098167,0.005858768753233434,0.007008017263930384,0.006010720651130841,1
2019-04-08,0.010470169893322945,734.2325,738.721,64.6375814897115,0.009631468455152753,-0.005267466430080803,0.006451446328793026,-0.007955884479294295,0
2019-04-09,-0.008667318344737662,736.7,739.3259999999999,60.36896287112277,0.009383801074533687,0.005812400361928649,0.005779681766549195,0.00899806669726888,0
2019-04-10,-0.01038653694451741,738.9875,739.821,55.66589165227255,0.010502863706695561,-0.007509456431873174,0.006306880717803278,-0.010305889150673098,0
2019-04-11,-0.013285505513484841,740.7,740.117,50.3217143212545,0.011257666871690575,0.0010704142675863615,0.005316998930515187,-0.0005838240475112277,1
2019-04-12,0.006799515282078783,742.67,740.554,52.78679552438659,0.01116256744988194,0.0040313192546155285,0.005262541851830034,0.005118159141344503,0
2019-04-15,-0.027081243731193583,743.1175000000001,740.113,43.47165984204033,0.01289631177076763,0.004028015751345038,0.005273299435551753,0.005534670182757662,0
2019-04-16,-0.00467353951890026,743.8125,739.454,42.127448319142914,0.01247213135919353,0.00828033377957027,0.00578124077818435,0.014187365571306287,0
2019-04-18,-0.009736224278414696,743.5525,738.677,39.40647746639713,0.012534517905207343,-0.0029141904531629903,0.005472965999992595,-0.010086353862505115,1
2019-04-22,0.005578411547311868,742.6575,738.0009999999999,41.70702144313488,0.012914767540761499,-0.013473385065686405,0.007027385999936111,-0.017716405169504457,1
2019-04-23,0.009916094584286883,741.9125,737.2990000000001,45.677261172395504,0.01213900688745721,-0.0015955909939668889,0.006724724429528105,-0.007014630515074338,1
2019-04-24,0.011329305135951762,741.9725000000001,736.748,49.91595881506205,0.012256112125284262,0.012975176983314407,0.007759066744468768,0.012927539968181412,0
2019-04-25,-0.010727136940729243,742.0125,736.1010000000001,46.19857672207183,0.012359753196784553,-0.007193324322134709,0.007963237993411398,-0.010028197503081038,1
2019-04-26,0.012970969734404036,742.4275,735.605,50.90829867724255,0.013241893875993489,0.009693518184473282,0.008073360116854575,0.015295309584981709,1
2019-04-30,0.018089430894308922,743.105,735.623,56.67789226717004,0.013940627774168516,-0.0005529726533755053,0.008099020389434839,-0.008286271177969984,0
2019-05-02,-0.02735076861649044,742.4525,735.1410000000001,47.43600815894748,0.016395858247818286,-0.0019918029647221225,0.008099596790340717,-0.0018881363220986103,0
2019-05-03,-0.00985221674876835,740.8774999999999,734.812,44.686657992946124,0.01425220156592996,-0.0010661208128105448,0.008028700451840084,0.008265283453276151,0
2019-05-06,-0.007186290768380399,738.8275,734.341,42.75910613968567,0.014356792649341501,-0.00973339879186319,0.008039166581779413,-0.01120712822764125,1
2019-05-07,0.008560690423162542,737.3900000000001,734.011,45.740116636084046,0.014242234696626319,-0.008652167352833473,0.008343574132314319,-0.011150144588930155,0
